Date,Adj Close,Close,High,Low,Open,sentiment,article_count,sentiment_5d_avg,sentiment_5d_std,sentiment_change,sentiment_streak,sentiment_acceleration,relative_article_volume
2025-01-08,394.9400024414063,402.5,387.3999938964844,392.9500122070313,73038800,0.09485361204894034,5,0.09485361204894034,0.0,0.0,3.0,0.0,1.0
2025-01-10,394.739990234375,399.2799987792969,377.2900085449219,391.3999938964844,62287300,-0.1849277653441183,5,-0.045037076647588985,0.1978353092043444,-0.27978137739305864,0.0,-0.27978137739305864,1.0
2025-01-13,403.30999755859375,403.7900085449219,380.0700073242188,383.2099914550781,67580500,0.04781905769576383,24,-0.01408503186647138,0.14981152162763117,0.23274682303988214,0.0,0.5125282004329408,2.1176470588235294
2025-01-14,396.3599853515625,422.6400146484375,394.5400085449219,414.3399963378906,84565000,-0.028452150298080636,9,-0.017676811474373694,0.12253134917752452,-0.07627120799384446,0.0,-0.3090180310337266,0.8372093023255814
2025-01-15,428.2200012207031,429.7999877929688,405.6600036621094,409.8999938964844,81375500,0.03120362310979209,9,-0.007900724557540538,0.10834347246362243,0.059655773407872724,0.0,0.1359269814017172,0.8653846153846153
2025-01-16,413.8200073242188,424.0,409.1300048828125,423.489990234375,68335200,0.09760558752244385,20,-0.007350329462839836,0.10900096974956527,0.06640196441265175,0.0,0.00674619100477903,1.4925373134328357
2025-01-17,426.5,439.739990234375,419.75,421.5,94991400,0.44199292523882233,5,0.11803380865374828,0.18661092544442406,0.34438733771637847,3.0,0.27798537330372675,0.3731343283582089
2025-01-21,424.0700073242188,433.2000122070313,406.30999755859375,432.6400146484375,87320900,0.06427693755247697,11,0.12132538462509093,0.18520263737156184,-0.37771598768634534,3.0,-0.7221033254027238,1.0185185185185184
2025-01-22,415.1099853515625,428.0,414.5899963378906,416.80999755859375,60963300,0.6853523155281033,5,0.26408627779032773,0.2876585533610368,0.6210753779756263,3.0,0.9987913656619716,0.5
2025-01-23,412.3800048828125,420.7300109863281,408.9500122070313,416.05999755859375,50690600,0.04089056253991161,24,0.2660236656763516,0.2857240812318085,-0.6444617529881916,3.0,-1.265537130963818,1.8461538461538463
2025-01-24,406.5799865722656,418.8800048828125,405.7799987792969,414.4500122070313,56427100,0.031159951488278142,7,0.2527345384695185,0.29684436707920225,-0.009730611051633465,3.0,0.6347311419365582,0.673076923076923
2025-01-27,397.1499938964844,406.6900024414063,389.0,394.7999877929688,58125500,0.051574699471457645,15,0.17465089331604552,0.2857567054014427,0.020414747983179504,3.0,0.03014535903481297,1.2096774193548387
2025-01-28,398.0899963378906,400.5899963378906,386.5,396.9100036621094,48910700,0.07214188798445924,15,0.17622388340244197,0.2850179350942942,0.020567188513001593,3.0,0.0001524405298220892,1.1363636363636365
2025-01-29,389.1000061035156,398.5899963378906,384.4800109863281,395.2099914550781,68033600,0.030419606809328124,24,0.04523734165868695,0.017325193980342685,-0.04172228117513112,3.0,-0.06228946968813271,1.411764705882353
2025-01-30,400.2799987792969,412.5,384.4100036621094,410.7799987792969,98092900,0.04576412062926372,22,0.04621205327655738,0.017155772202908648,0.0153445138199356,3.0,0.057066794995066714,1.325301204819277
2025-01-31,404.6000061035156,419.989990234375,401.3399963378906,401.5299987792969,83568200,0.06169872141455104,15,0.05231980726181196,0.015843215484569687,0.015934600785287314,3.0,0.0005900869653517153,0.8241758241758242
2025-02-03,383.6799926757813,389.1700134277344,374.3599853515625,386.6799926757813,93732100,-0.050995651330285545,5,0.03180573710146332,0.04892193611591755,-0.11269437274483658,0.0,-0.1286289735301239,0.308641975308642
2025-02-04,392.2099914550781,394.0,381.3999938964844,382.6300048828125,57072200,0.02672509888285455,15,0.02272237928114238,0.043473250981242245,0.0777207502131401,0.0,0.1904151229579767,0.9259259259259259
2025-02-05,378.1700134277344,388.3900146484375,375.5299987792969,387.510009765625,57223300,0.26219032530695024,9,0.0690765229806668,0.11629897986991339,0.2354652264240957,0.0,0.1577444762109556,0.6818181818181819
2025-02-06,374.3200073242188,375.3999938964844,363.1799926757813,373.0299987792969,77918200,0.15707019013431514,5,0.0913377368816771,0.12126769974848078,-0.1051201351726351,3.0,-0.3405853615967308,0.5102040816326531
2025-02-07,361.6199951171875,380.5499877929688,360.3399963378906,370.1900024414063,70298300,0.08467305590729668,20,0.09593260378022621,0.12029526459373159,-0.07239713422701846,3.0,0.03272300094561664,1.8518518518518516
2025-02-10,350.7300109863281,362.7000122070313,350.510009765625,356.2099914550781,77514900,0.10190518968527353,20,0.12651277198333805,0.08896042509259953,0.017232133777976846,3.0,0.08962926800499531,1.4492753623188406
2025-02-11,328.5,349.3699951171875,325.1000061035156,345.79998779296875,118543400,0.12064866730050201,15,0.14529748566686754,0.07065463468641928,0.018743477615228488,3.0,0.0015113438372516413,1.0869565217391304
2025-02-12,336.510009765625,346.3999938964844,329.1199951171875,329.94000244140625,105382700,0.01653719094590368,24,0.09616685879465822,0.051996381277718634,-0.10411147635459833,3.0,-0.12285495396982682,1.4285714285714286
2025-02-13,355.94000244140625,358.69000244140625,342.8500061035156,345.0,89441500,0.08821944795663132,15,0.08239671035912145,0.03943461453782809,0.07168225701072764,3.0,0.17579373336532597,0.7978723404255319
2025-02-14,355.8399963378906,362.0,347.5,360.6199951171875,68277300,0.046869807572059864,20,0.0748360606920741,0.04240140696555905,-0.04134964038457146,3.0,-0.11303189739529909,1.0638297872340425
2025-02-18,354.1099853515625,359.1000061035156,350.0199890136719,355.010009765625,51631700,0.06896049886191163,24,0.0682471225274017,0.039611334243862734,0.02209069128985177,3.0,0.06344033167442323,1.2244897959183672
2025-02-19,360.55999755859375,367.3399963378906,353.6700134277344,354.0,67094400,0.07764353790417358,15,0.05964609664813603,0.02849874426515429,0.008683039042261947,3.0,-0.013407652247589823,0.7653061224489796
2025-02-20,354.3999938964844,362.2999877929688,348.0,361.510009765625,45965400,0.10914843183054541,15,0.07816834482506438,0.02305129469678263,0.03150489392637183,3.0,0.022821854884109885,0.8426966292134831
2025-02-21,337.79998779296875,354.9800109863281,334.4200134277344,353.44000244140625,74058600,0.07363119473414322,11,0.07525069418056676,0.02237435127082538,-0.0355172370964022,3.0,-0.06702213102277403,0.6470588235294118
2025-02-24,330.5299987792969,342.3999938964844,324.70001220703125,338.1400146484375,76052300,0.17373984444622403,7,0.10062470155539957,0.04381176532404588,0.10010864971208082,3.0,0.13562588680848303,0.4861111111111111
2025-02-25,302.79998779296875,328.8900146484375,297.25,327.0199890136719,134228800,0.00020411960028296011,20,0.08687342570307385,0.06287699645616292,-0.17353572484594107,3.0,-0.2736443745580219,1.4705882352941178
2025-02-26,290.79998779296875,309.0,288.0400085449219,303.7099914550781,100118300,0.11786710979054302,20,0.09491814008034774,0.06396463321802773,0.11766299019026005,3.0,0.2911987150362011,1.36986301369863
2025-02-27,281.95001220703125,297.2300109863281,280.8800048828125,291.1600036621094,101748200,0.03566334790744997,15,0.08022112329572866,0.06818085305125618,-0.08220376188309306,3.0,-0.1998667520733531,1.0273972602739727
2025-02-28,292.9800109863281,293.8800048828125,273.6000061035156,279.5,115697000,0.04947075889718829,26,0.07538903612833767,0.06960590368535173,0.013807410989738325,3.0,0.09601117287283138,1.477272727272727
2025-03-03,284.6499938964844,303.94000244140625,277.29998779296875,300.3399963378906,115551400,0.012739387199706943,22,0.043188944679034245,0.04595594324676458,-0.03673137169748135,3.0,-0.050538782687219674,1.0679611650485437
2025-03-04,272.0400085449219,284.3500061035156,261.8399963378906,270.92999267578125,126706600,0.07327341501424478,24,0.0578028037618266,0.040116551012768224,0.06053402781453784,3.0,0.09726539951201918,1.1214953271028039
2025-03-05,279.1000061035156,279.54998779296875,267.7099914550781,272.9200134277344,94042900,0.037162712998401716,26,0.041661924403398345,0.022096397988895056,-0.036110702015843064,3.0,-0.0966447298303809,1.1504424778761062
2025-03-06,263.45001220703125,272.6499938964844,260.0199890136719,272.0599975585937,98451600,0.04407893129792006,22,0.04334504108149237,0.021844323117944237,0.0069162182995183424,3.0,0.04302692031536141,0.9166666666666666
2025-03-07,262.6700134277344,266.25,250.72999572753903,259.32000732421875,102369600,0.0775772879942414,15,0.04896634690090299,0.026856213081360682,0.03349835669632135,3.0,0.026582138396803005,0.6880733944954128
2025-03-10,222.1499938964844,253.3699951171875,220.0,252.5399932861328,189076900,0.05126869799067479,24,0.056672209059096555,0.017895749339081102,-0.02630859000356662,3.0,-0.05980694669988797,1.0810810810810811
2025-03-11,230.5800018310547,237.0599975585937,217.0200042724609,225.3099975585937,174896400,0.05156907996016891,20,0.05233134204828138,0.015307331846504497,0.0003003819694941262,3.0,0.026608971973060745,0.9345794392523366
2025-03-12,248.08999633789065,251.83999633789065,241.1000061035156,247.22000122070312,142215700,0.054755500646581835,22,0.05584989957791742,0.012758777716204947,0.003186420686412922,3.0,0.0028860387169187957,1.0679611650485437
2025-03-13,240.67999267578125,248.2899932861328,232.6000061035156,248.1300048828125,114813500,-0.02078127887010184,7,0.04287785754431303,0.037227537115425674,-0.07553677951668368,0.0,-0.0787232002030966,0.3977272727272727
2025-03-14,249.97999572753903,251.5800018310547,240.72999572753903,247.3099975585937,100242300,0.040823263393984274,22,0.035527052624261604,0.03191221277752247,0.06160454226408611,0.0,0.1371413217807698,1.1578947368421053
2025-03-17,238.009994506836,245.3999938964844,232.8000030517578,245.0599975585937,111900600,0.04869291498612176,26,0.035011896023350995,0.03161396407722264,0.007869651592137483,0.0,-0.05373489067194863,1.3402061855670104
2025-03-18,225.3099975585937,230.1000061035156,222.27999877929688,228.16000366210932,111477600,0.07870938728798453,22,0.04043995748891412,0.037033032704732474,0.030016472301862773,3.0,0.02214682070972529,1.1111111111111112
2025-03-19,235.8600006103516,241.41000366210932,229.1999969482422,231.6100006103516,111993800,0.06737716033538271,11,0.042964289426674296,0.0386477648379305,-0.011332226952601818,3.0,-0.04134869925446459,0.625
2025-03-20,236.259994506836,238.0,230.0500030517578,233.3500061035156,99028300,0.037082269241339574,20,0.05453699904896259,0.017861001874507357,-0.03029489109404314,3.0,-0.01896266414144132,0.9900990099009901
2025-03-21,248.7100067138672,249.5200042724609,234.5500030517578,234.9900054931641,132211300,-0.18787311827956982,30,0.00879772271425176,0.11111958984732132,-0.22495538752090938,0.0,-0.19466049642686623,1.3761467889908257
